"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2007年7月","37000","香川県","156380",""
"2007年8月","37000","香川県","252510",""
"2007年9月","37000","香川県","168360",""
"2007年10月","37000","香川県","188460",""
"2007年11月","37000","香川県","209510",""
"2007年12月","37000","香川県","160650",""
"2008年1月","37000","香川県","155130",""
"2008年2月","37000","香川県","158870",""
"2008年3月","37000","香川県","201270",""
"2008年4月","37000","香川県","193020",""
"2008年5月","37000","香川県","194970",""
"2008年6月","37000","香川県","154250",""
"2008年7月","37000","香川県","194040",""
"2008年8月","37000","香川県","266340",""
"2008年9月","37000","香川県","174710",""
"2008年10月","37000","香川県","200840",""
"2008年11月","37000","香川県","217580",""
"2008年12月","37000","香川県","157410",""
"2009年1月","37000","香川県","146320",""
"2009年2月","37000","香川県","148690",""
"2009年3月","37000","香川県","205900",""
"2009年4月","37000","香川県","162780",""
"2009年5月","37000","香川県","175850",""
"2009年6月","37000","香川県","142090",""
"2009年7月","37000","香川県","181140",""
"2009年8月","37000","香川県","252170",""
"2009年9月","37000","香川県","187980",""
"2009年10月","37000","香川県","196550",""
"2009年11月","37000","香川県","208930",""
"2009年12月","37000","香川県","159130",""
"2010年1月","37000","香川県","172940",""
"2010年2月","37000","香川県","184770",""
"2010年3月","37000","香川県","249640",""
"2010年4月","37000","香川県","195230",""
"2010年5月","37000","香川県","214300",""
"2010年6月","37000","香川県","166250",""
"2010年7月","37000","香川県","209850",""
"2010年8月","37000","香川県","295640",""
"2010年9月","37000","香川県","210300",""
"2010年10月","37000","香川県","225400",""
"2010年11月","37000","香川県","224230",""
"2010年12月","37000","香川県","173170",""
"2011年1月","37000","香川県","220060",""
"2011年2月","37000","香川県","237950",""
"2011年3月","37000","香川県","294820",""
"2011年4月","37000","香川県","272600",""
"2011年5月","37000","香川県","313540",""
"2011年6月","37000","香川県","231940",""
"2011年7月","37000","香川県","267150",""
"2011年8月","37000","香川県","420130",""
"2011年9月","37000","香川県","255070",""
"2011年10月","37000","香川県","262310",""
"2011年11月","37000","香川県","277290",""
"2011年12月","37000","香川県","212150",""
"2012年1月","37000","香川県","218600",""
"2012年2月","37000","香川県","234970",""
"2012年3月","37000","香川県","368310",""
"2012年4月","37000","香川県","294510",""
"2012年5月","37000","香川県","304070",""
"2012年6月","37000","香川県","244910",""
"2012年7月","37000","香川県","306130",""
"2012年8月","37000","香川県","447980",""
"2012年9月","37000","香川県","291630",""
"2012年10月","37000","香川県","277550",""
"2012年11月","37000","香川県","317060",""
"2012年12月","37000","香川県","244370",""
"2013年1月","37000","香川県","227200",""
"2013年2月","37000","香川県","248290",""
"2013年3月","37000","香川県","341320",""
"2013年4月","37000","香川県","295240",""
"2013年5月","37000","香川県","298100",""
"2013年6月","37000","香川県","233820",""
"2013年7月","37000","香川県","289510",""
"2013年8月","37000","香川県","461990",""
"2013年9月","37000","香川県","283040",""
"2013年10月","37000","香川県","319460",""
"2013年11月","37000","香川県","331050",""
"2013年12月","37000","香川県","256170",""
"2014年1月","37000","香川県","214860",""
"2014年2月","37000","香川県","205300",""
"2014年3月","37000","香川県","306080",""
"2014年4月","37000","香川県","257600",""
"2014年5月","37000","香川県","286070",""
"2014年6月","37000","香川県","231280",""
"2014年7月","37000","香川県","311830",""
"2014年8月","37000","香川県","448480",""
"2014年9月","37000","香川県","295630",""
"2014年10月","37000","香川県","299010",""
"2014年11月","37000","香川県","343810",""
"2014年12月","37000","香川県","262770",""
"2015年1月","37000","香川県","242150",""
"2015年2月","37000","香川県","260010",""
"2015年3月","37000","香川県","366400",""
"2015年4月","37000","香川県","308170",""
"2015年5月","37000","香川県","358130",""
"2015年6月","37000","香川県","273440",""
"2015年7月","37000","香川県","369250",""
"2015年8月","37000","香川県","516490",""
"2015年9月","37000","香川県","383470",""
"2015年10月","37000","香川県","348260",""
"2015年11月","37000","香川県","357370",""
"2015年12月","37000","香川県","293440",""
"2016年1月","37000","香川県","230860",""
"2016年2月","37000","香川県","256830",""
"2016年3月","37000","香川県","353130",""
"2016年4月","37000","香川県","315600",""
"2016年5月","37000","香川県","313140",""
"2016年6月","37000","香川県","247920",""
"2016年7月","37000","香川県","328220",""
"2016年8月","37000","香川県","451890",""
"2016年9月","37000","香川県","322630",""
"2016年10月","37000","香川県","359240",""
"2016年11月","37000","香川県","331200",""
"2016年12月","37000","香川県","269250",""
"2017年1月","37000","香川県","231370",""
"2017年2月","37000","香川県","235660",""
"2017年3月","37000","香川県","353170",""
"2017年4月","37000","香川県","310000",""
"2017年5月","37000","香川県","330720",""
"2017年6月","37000","香川県","264260",""
"2017年7月","37000","香川県","326390",""
"2017年8月","37000","香川県","442820",""
"2017年9月","37000","香川県","306780",""
"2017年10月","37000","香川県","337260",""
"2017年11月","37000","香川県","350620",""
"2017年12月","37000","香川県","269360",""
"2018年1月","37000","香川県","258480",""
"2018年2月","37000","香川県","285020",""
"2018年3月","37000","香川県","375910",""
"2018年4月","37000","香川県","328680",""
"2018年5月","37000","香川県","337440",""
"2018年6月","37000","香川県","292220",""
"2018年7月","37000","香川県","322940",""
"2018年8月","37000","香川県","482680",""
"2018年9月","37000","香川県","334740",""
"2018年10月","37000","香川県","337200",""
"2018年11月","37000","香川県","365710",""
"2018年12月","37000","香川県","327310",""
"2019年1月","37000","香川県","273730",""
"2019年2月","37000","香川県","293710",""
"2019年3月","37000","香川県","397340",""
"2019年4月","37000","香川県","379360",""
"2019年5月","37000","香川県","418610",""
"2019年6月","37000","香川県","323550",""
"2019年7月","37000","香川県","393090",""
"2019年8月","37000","香川県","540650",""
"2019年9月","37000","香川県","405490",""
"2019年10月","37000","香川県","466600",""
"2019年11月","37000","香川県","427490",""
"2019年12月","37000","香川県","339630",""
"2020年1月","37000","香川県","255550","速報"
"2020年2月","37000","香川県","264610","速報"
"2020年3月","37000","香川県","202510","速報"
"2020年4月","37000","香川県","69100","速報"
"2020年5月","37000","香川県","48200","速報"
"2020年6月","37000","香川県","93550","速報"
"2020年7月","37000","香川県","205390","速報"
"2020年8月","37000","香川県","224730","速報"
"2020年9月","37000","香川県","221150","速報"
"2020年10月","37000","香川県","268100","速報"
"2020年11月","37000","香川県","301670","速報"
"2020年12月","37000","香川県","216310","速報"
"2007年1月","38000","愛媛県","173870",""
"2007年2月","38000","愛媛県","182220",""
"2007年3月","38000","愛媛県","237350",""
"2007年4月","38000","愛媛県","211850",""
"2007年5月","38000","愛媛県","217030",""
"2007年6月","38000","愛媛県","190830",""
"2007年7月","38000","愛媛県","184320",""
"2007年8月","38000","愛媛県","249350",""
"2007年9月","38000","愛媛県","198830",""
"2007年10月","38000","愛媛県","204310",""
"2007年11月","38000","愛媛県","222490",""
"2007年12月","38000","愛媛県","167880",""
"2008年1月","38000","愛媛県","170840",""
"2008年2月","38000","愛媛県","179030",""
"2008年3月","38000","愛媛県","223710",""
"2008年4月","38000","愛媛県","202960",""
"2008年5月","38000","愛媛県","228060",""
"2008年6月","38000","愛媛県","181210",""
"2008年7月","38000","愛媛県","196490",""
"2008年8月","38000","愛媛県","237960",""
"2008年9月","38000","愛媛県","189480",""
"2008年10月","38000","愛媛県","210860",""
"2008年11月","38000","愛媛県","221920",""
"2008年12月","38000","愛媛県","167000",""
"2009年1月","38000","愛媛県","164820",""
"2009年2月","38000","愛媛県","155920",""
"2009年3月","38000","愛媛県","220250",""
"2009年4月","38000","愛媛県","190060",""
"2009年5月","38000","愛媛県","208730",""
"2009年6月","38000","愛媛県","159820",""
"2009年7月","38000","愛媛県","191130",""
"2009年8月","38000","愛媛県","249100",""
"2009年9月","38000","愛媛県","222720",""
"2009年10月","38000","愛媛県","224870",""
"2009年11月","38000","愛媛県","229460",""
"2009年12月","38000","愛媛県","175050",""
"2010年1月","38000","愛媛県","205860",""
"2010年2月","38000","愛媛県","208870",""
"2010年3月","38000","愛媛県","280740",""
"2010年4月","38000","愛媛県","229900",""
"2010年5月","38000","愛媛県","256550",""
"2010年6月","38000","愛媛県","210940",""
"2010年7月","38000","愛媛県","225010",""
"2010年8月","38000","愛媛県","275440",""
"2010年9月","38000","愛媛県","223730",""
"2010年10月","38000","愛媛県","247760",""
"2010年11月","38000","愛媛県","248120",""
"2010年12月","38000","愛媛県","197100",""
"2011年1月","38000","愛媛県","262160",""
"2011年2月","38000","愛媛県","280450",""
"2011年3月","38000","愛媛県","337100",""
"2011年4月","38000","愛媛県","299690",""
"2011年5月","38000","愛媛県","393290",""
"2011年6月","38000","愛媛県","396910",""
"2011年7月","38000","愛媛県","392740",""
"2011年8月","38000","愛媛県","464500",""
"2011年9月","38000","愛媛県","367820",""
"2011年10月","38000","愛媛県","375950",""
"2011年11月","38000","愛媛県","328790",""
"2011年12月","38000","愛媛県","272950",""
"2012年1月","38000","愛媛県","280890",""
"2012年2月","38000","愛媛県","300820",""
"2012年3月","38000","愛媛県","361400",""
"2012年4月","38000","愛媛県","318770",""
"2012年5月","38000","愛媛県","332680",""
"2012年6月","38000","愛媛県","280400",""
"2012年7月","38000","愛媛県","298080",""
"2012年8月","38000","愛媛県","385370",""
"2012年9月","38000","愛媛県","299650",""
"2012年10月","38000","愛媛県","325140",""
"2012年11月","38000","愛媛県","336090",""
"2012年12月","38000","愛媛県","278590",""
"2013年1月","38000","愛媛県","240500",""
"2013年2月","38000","愛媛県","258580",""
"2013年3月","38000","愛媛県","321260",""
"2013年4月","38000","愛媛県","274440",""
"2013年5月","38000","愛媛県","305040",""
"2013年6月","38000","愛媛県","234090",""
"2013年7月","38000","愛媛県","314740",""
"2013年8月","38000","愛媛県","414940",""
"2013年9月","38000","愛媛県","297790",""
"2013年10月","38000","愛媛県","321490",""
"2013年11月","38000","愛媛県","346580",""
"2013年12月","38000","愛媛県","269570",""
"2014年1月","38000","愛媛県","241740",""
"2014年2月","38000","愛媛県","245460",""
"2014年3月","38000","愛媛県","337170",""
"2014年4月","38000","愛媛県","278810",""
"2014年5月","38000","愛媛県","318170",""
"2014年6月","38000","愛媛県","266700",""
"2014年7月","38000","愛媛県","315120",""
"2014年8月","38000","愛媛県","394350",""
"2014年9月","38000","愛媛県","299330",""
"2014年10月","38000","愛媛県","313500",""
"2014年11月","38000","愛媛県","324860",""
"2014年12月","38000","愛媛県","257130",""
"2015年1月","38000","愛媛県","261140",""
"2015年2月","38000","愛媛県","272660",""
"2015年3月","38000","愛媛県","347580",""
"2015年4月","38000","愛媛県","298340",""
"2015年5月","38000","愛媛県","321440",""
"2015年6月","38000","愛媛県","245850",""
"2015年7月","38000","愛媛県","327520",""
"2015年8月","38000","愛媛県","408460",""
"2015年9月","38000","愛媛県","334940",""
"2015年10月","38000","愛媛県","344680",""
"2015年11月","38000","愛媛県","340090",""
"2015年12月","38000","愛媛県","270860",""
"2016年1月","38000","愛媛県","247320",""
"2016年2月","38000","愛媛県","281990",""
"2016年3月","38000","愛媛県","365110",""
"2016年4月","38000","愛媛県","340860",""
"2016年5月","38000","愛媛県","366840",""
"2016年6月","38000","愛媛県","286310",""
"2016年7月","38000","愛媛県","366340",""
"2016年8月","38000","愛媛県","448830",""
"2016年9月","38000","愛媛県","321270",""
"2016年10月","38000","愛媛県","365480",""
"2016年11月","38000","愛媛県","369880",""
"2016年12月","38000","愛媛県","281120",""
"2017年1月","38000","愛媛県","289480",""
"2017年2月","38000","愛媛県","318180",""
"2017年3月","38000","愛媛県","438980",""
"2017年4月","38000","愛媛県","386860",""
"2017年5月","38000","愛媛県","423890",""
"2017年6月","38000","愛媛県","325670",""
"2017年7月","38000","愛媛県","372070",""
"2017年8月","38000","愛媛県","485350",""
"2017年9月","38000","愛媛県","397870",""
"2017年10月","38000","愛媛県","475630",""
"2017年11月","38000","愛媛県","441720",""
"2017年12月","38000","愛媛県","345090",""
"2018年1月","38000","愛媛県","289040",""
"2018年2月","38000","愛媛県","311550",""
"2018年3月","38000","愛媛県","393340",""
"2018年4月","38000","愛媛県","361830",""
"2018年5月","38000","愛媛県","372140",""
"2018年6月","38000","愛媛県","325070",""
"2018年7月","38000","愛媛県","348260",""
"2018年8月","38000","愛媛県","425780",""
"2018年9月","38000","愛媛県","331590",""
"2018年10月","38000","愛媛県","366630",""
"2018年11月","38000","愛媛県","395970",""
"2018年12月","38000","愛媛県","328550",""
"2019年1月","38000","愛媛県","297380",""
"2019年2月","38000","愛媛県","295660",""
"2019年3月","38000","愛媛県","391220",""
"2019年4月","38000","愛媛県","380620",""
"2019年5月","38000","愛媛県","381230",""
"2019年6月","38000","愛媛県","310630",""
"2019年7月","38000","愛媛県","364170",""
"2019年8月","38000","愛媛県","466490",""
"2019年9月","38000","愛媛県","343930",""
"2019年10月","38000","愛媛県","394710",""
"2019年11月","38000","愛媛県","423560",""
"2019年12月","38000","愛媛県","335910",""
"2020年1月","38000","愛媛県","311680","速報"
"2020年2月","38000","愛媛県","301090","速報"
"2020年3月","38000","愛媛県","244010","速報"
"2020年4月","38000","愛媛県","90860","速報"
"2020年5月","38000","愛媛県","72540","速報"
"2020年6月","38000","愛媛県","135720","速報"
"2020年7月","38000","愛媛県","222000","速報"
"2020年8月","38000","愛媛県","250780","速報"
"2020年9月","38000","愛媛県","251290","速報"
"2020年10月","38000","愛媛県","318550","速報"
"2020年11月","38000","愛媛県","370160","速報"
"2020年12月","38000","愛媛県","256630","速報"
"2007年1月","39000","高知県","121230",""
"2007年2月","39000","高知県","136220",""
"2007年3月","39000","高知県","185630",""
"2007年4月","39000","高知県","145030",""
"2007年5月","39000","高知県","173920",""
"2007年6月","39000","高知県","132670",""
"2007年7月","39000","高知県","134850",""
"2007年8月","39000","高知県","222080",""
"2007年9月","39000","高知県","153530",""
"2007年10月","39000","高知県","152650",""
"2007年11月","39000","高知県","164780",""
"2007年12月","39000","高知県","114700",""
"2008年1月","39000","高知県","123170",""
"2008年2月","39000","高知県","141930",""
"2008年3月","39000","高知県","179530",""
"2008年4月","39000","高知県","148950",""
"2008年5月","39000","高知県","181540",""
"2008年6月","39000","高知県","133570",""
"2008年7月","39000","高知県","151250",""
"2008年8月","39000","高知県","221840",""
"2008年9月","39000","高知県","161870",""
"2008年10月","39000","高知県","168690",""
"2008年11月","39000","高知県","184420",""
"2008年12月","39000","高知県","123550",""
"2009年1月","39000","高知県","120990",""
"2009年2月","39000","高知県","126880",""
"2009年3月","39000","高知県","177200",""
"2009年4月","39000","高知県","139340",""
"2009年5月","39000","高知県","174060",""
"2009年6月","39000","高知県","137180",""
"2009年7月","39000","高知県","148650",""
"2009年8月","39000","高知県","216330",""
"2009年9月","39000","高知県","169950",""
"2009年10月","39000","高知県","146640",""
"2009年11月","39000","高知県","157500",""
"2009年12月","39000","高知県","122050",""
"2010年1月","39000","高知県","158030",""
"2010年2月","39000","高知県","183650",""
"2010年3月","39000","高知県","247640",""
"2010年4月","39000","高知県","187370",""
"2010年5月","39000","高知県","219170",""
"2010年6月","39000","高知県","173890",""
"2010年7月","39000","高知県","196730",""
"2010年8月","39000","高知県","264270",""
"2010年9月","39000","高知県","193850",""
"2010年10月","39000","高知県","203890",""
"2010年11月","39000","高知県","208830",""
"2010年12月","39000","高知県","156680",""
"2011年1月","39000","高知県","186970",""
"2011年2月","39000","高知県","205150",""
"2011年3月","39000","高知県","257780",""
"2011年4月","39000","高知県","215190",""
"2011年5月","39000","高知県","260270",""
"2011年6月","39000","高知県","199590",""
"2011年7月","39000","高知県","246300",""
"2011年8月","39000","高知県","404960",""
"2011年9月","39000","高知県","241330",""
"2011年10月","39000","高知県","252710",""
"2011年11月","39000","高知県","247630",""
"2011年12月","39000","高知県","213520",""
"2012年1月","39000","高知県","179310",""
"2012年2月","39000","高知県","199920",""
"2012年3月","39000","高知県","289100",""
"2012年4月","39000","高知県","251140",""
"2012年5月","39000","高知県","288190",""
"2012年6月","39000","高知県","208500",""
"2012年7月","39000","高知県","252410",""
"2012年8月","39000","高知県","420280",""
"2012年9月","39000","高知県","231690",""
"2012年10月","39000","高知県","284820",""
"2012年11月","39000","高知県","266590",""
"2012年12月","39000","高知県","216410",""
"2013年1月","39000","高知県","175830",""
"2013年2月","39000","高知県","199810",""
"2013年3月","39000","高知県","278420",""
"2013年4月","39000","高知県","219620",""
"2013年5月","39000","高知県","247510",""
"2013年6月","39000","高知県","178470",""
"2013年7月","39000","高知県","242000",""
"2013年8月","39000","高知県","396820",""
"2013年9月","39000","高知県","249810",""
"2013年10月","39000","高知県","259390",""
"2013年11月","39000","高知県","245410",""
"2013年12月","39000","高知県","180620",""
"2014年1月","39000","高知県","172900",""
"2014年2月","39000","高知県","171690",""
"2014年3月","39000","高知県","268140",""
"2014年4月","39000","高知県","234230",""
"2014年5月","39000","高知県","282260",""
"2014年6月","39000","高知県","202730",""
"2014年7月","39000","高知県","263150",""
"2014年8月","39000","高知県","379310",""
"2014年9月","39000","高知県","263570",""
"2014年10月","39000","高知県","234810",""
"2014年11月","39000","高知県","247800",""
"2014年12月","39000","高知県","183780",""
"2015年1月","39000","高知県","177460",""
"2015年2月","39000","高知県","198070",""
"2015年3月","39000","高知県","260800",""
"2015年4月","39000","高知県","202210",""
"2015年5月","39000","高知県","262140",""
"2015年6月","39000","高知県","183870",""
"2015年7月","39000","高知県","235310",""
"2015年8月","39000","高知県","381870",""
"2015年9月","39000","高知県","253010",""
"2015年10月","39000","高知県","249300",""
"2015年11月","39000","高知県","234690",""
"2015年12月","39000","高知県","181130",""
"2016年1月","39000","高知県","166320",""
"2016年2月","39000","高知県","186340",""
"2016年3月","39000","高知県","273950",""
"2016年4月","39000","高知県","229510",""
"2016年5月","39000","高知県","261650",""
"2016年6月","39000","高知県","184900",""
"2016年7月","39000","高知県","252720",""
"2016年8月","39000","高知県","368930",""
"2016年9月","39000","高知県","237030",""
"2016年10月","39000","高知県","244070",""
"2016年11月","39000","高知県","240500",""
"2016年12月","39000","高知県","175700",""
"2017年1月","39000","高知県","163500",""
"2017年2月","39000","高知県","186480",""
"2017年3月","39000","高知県","247480",""
"2017年4月","39000","高知県","212980",""
"2017年5月","39000","高知県","258370",""
"2017年6月","39000","高知県","195260",""
"2017年7月","39000","高知県","236080",""
"2017年8月","39000","高知県","331310",""
"2017年9月","39000","高知県","220840",""
"2017年10月","39000","高知県","232330",""
"2017年11月","39000","高知県","246080",""
"2017年12月","39000","高知県","183790",""
"2018年1月","39000","高知県","180900",""
"2018年2月","39000","高知県","197780",""
"2018年3月","39000","高知県","267720",""
"2018年4月","39000","高知県","243790",""
"2018年5月","39000","高知県","284260",""
"2018年6月","39000","高知県","200940",""
"2018年7月","39000","高知県","228710",""
"2018年8月","39000","高知県","383110",""
"2018年9月","39000","高知県","255880",""
"2018年10月","39000","高知県","261510",""
"2018年11月","39000","高知県","276590",""
"2018年12月","39000","高知県","233360",""
"2019年1月","39000","高知県","165440",""
"2019年2月","39000","高知県","192980",""
"2019年3月","39000","高知県","266290",""
"2019年4月","39000","高知県","272600",""
"2019年5月","39000","高知県","287010",""
"2019年6月","39000","高知県","206790",""
"2019年7月","39000","高知県","238330",""
"2019年8月","39000","高知県","347870",""
"2019年9月","39000","高知県","223690",""
"2019年10月","39000","高知県","243410",""
"2019年11月","39000","高知県","262330",""
"2019年12月","39000","高知県","196370",""
"2020年1月","39000","高知県","184760","速報"
"2020年2月","39000","高知県","200410","速報"
"2020年3月","39000","高知県","148800","速報"
"2020年4月","39000","高知県","59670","速報"
"2020年5月","39000","高知県","38570","速報"
"2020年6月","39000","高知県","83780","速報"
"2020年7月","39000","高知県","147860","速報"
"2020年8月","39000","高知県","236930","速報"
"2020年9月","39000","高知県","181920","速報"
"2020年10月","39000","高知県","204370","速報"
"2020年11月","39000","高知県","227780","速報"
"2020年12月","39000","高知県","158910","速報"
"2007年1月","40000","福岡県","652550",""
"2007年2月","40000","福岡県","693430",""
"2007年3月","40000","福岡県","790080",""
"2007年4月","40000","福岡県","662430",""
"2007年5月","40000","福岡県","720730",""
"2007年6月","40000","福岡県","645630",""
"2007年7月","40000","福岡県","705840",""
"2007年8月","40000","福岡県","816250",""
"2007年9月","40000","福岡県","653020",""
"2007年10月","40000","福岡県","702050",""
"2007年11月","40000","福岡県","740500",""
"2007年12月","40000","福岡県","699320",""
"2008年1月","40000","福岡県","624880",""
"2008年2月","40000","福岡県","698880",""
"2008年3月","40000","福岡県","766850",""
"2008年4月","40000","福岡県","633410",""
"2008年5月","40000","福岡県","740180",""
"2008年6月","40000","福岡県","624430",""
"2008年7月","40000","福岡県","739940",""
"2008年8月","40000","福岡県","817170",""
"2008年9月","40000","福岡県","662230",""
"2008年10月","40000","福岡県","745260",""
"2008年11月","40000","福岡県","795620",""
"2008年12月","40000","福岡県","677200",""
"2009年1月","40000","福岡県","676840",""
"2009年2月","40000","福岡県","684170",""
"2009年3月","40000","福岡県","787520",""
"2009年4月","40000","福岡県","622870",""
"2009年5月","40000","福岡県","756100",""
"2009年6月","40000","福岡県","602130",""
"2009年7月","40000","福岡県","767060",""
"2009年8月","40000","福岡県","898820",""
"2009年9月","40000","福岡県","794140",""
"2009年10月","40000","福岡県","754980",""
"2009年11月","40000","福岡県","785200",""
"2009年12月","40000","福岡県","729690",""
"2010年1月","40000","福岡県","885980",""
"2010年2月","40000","福岡県","969690",""
"2010年3月","40000","福岡県","1108230",""
"2010年4月","40000","福岡県","841880",""
"2010年5月","40000","福岡県","998170",""
"2010年6月","40000","福岡県","840900",""
"2010年7月","40000","福岡県","1026380",""
"2010年8月","40000","福岡県","1138480",""
"2010年9月","40000","福岡県","948720",""
"2010年10月","40000","福岡県","1024460",""
"2010年11月","40000","福岡県","986390",""
"2010年12月","40000","福岡県","957960",""
"2011年1月","40000","福岡県","962150",""
"2011年2月","40000","福岡県","1016590",""
"2011年3月","40000","福岡県","1135460",""
"2011年4月","40000","福岡県","964930",""
"2011年5月","40000","福岡県","1107140",""
"2011年6月","40000","福岡県","967550",""
"2011年7月","40000","福岡県","1186160",""
"2011年8月","40000","福岡県","1365810",""
"2011年9月","40000","福岡県","1151680",""
"2011年10月","40000","福岡県","1160100",""
"2011年11月","40000","福岡県","1126540",""
"2011年12月","40000","福岡県","1096140",""
"2012年1月","40000","福岡県","976700",""
"2012年2月","40000","福岡県","998760",""
"2012年3月","40000","福岡県","1181560",""
"2012年4月","40000","福岡県","1067130",""
"2012年5月","40000","福岡県","1143660",""
"2012年6月","40000","福岡県","1023040",""
"2012年7月","40000","福岡県","1157390",""
"2012年8月","40000","福岡県","1517610",""
"2012年9月","40000","福岡県","1120060",""
"2012年10月","40000","福岡県","1148940",""
"2012年11月","40000","福岡県","1200370",""
"2012年12月","40000","福岡県","1138900",""
"2013年1月","40000","福岡県","980060",""
"2013年2月","40000","福岡県","1008650",""
"2013年3月","40000","福岡県","1193770",""
"2013年4月","40000","福岡県","1065460",""
"2013年5月","40000","福岡県","1190240",""
"2013年6月","40000","福岡県","1014210",""
"2013年7月","40000","福岡県","1214780",""
"2013年8月","40000","福岡県","1551880",""
"2013年9月","40000","福岡県","1161780",""
"2013年10月","40000","福岡県","1168170",""
"2013年11月","40000","福岡県","1241740",""
"2013年12月","40000","福岡県","1195840",""
"2014年1月","40000","福岡県","1085460",""
"2014年2月","40000","福岡県","1075190",""
"2014年3月","40000","福岡県","1293840",""
"2014年4月","40000","福岡県","1144310",""
"2014年5月","40000","福岡県","1347400",""
"2014年6月","40000","福岡県","1109900",""
"2014年7月","40000","福岡県","1302380",""
"2014年8月","40000","福岡県","1492640",""
"2014年9月","40000","福岡県","1210080",""
"2014年10月","40000","福岡県","1369800",""
"2014年11月","40000","福岡県","1418270",""
"2014年12月","40000","福岡県","1382890",""
"2015年1月","40000","福岡県","1117240",""
"2015年2月","40000","福岡県","1157760",""
"2015年3月","40000","福岡県","1331180",""
"2015年4月","40000","福岡県","1238170",""
"2015年5月","40000","福岡県","1415240",""
"2015年6月","40000","福岡県","1201690",""
"2015年7月","40000","福岡県","1398980",""
"2015年8月","40000","福岡県","1648840",""
"2015年9月","40000","福岡県","1402140",""
"2015年10月","40000","福岡県","1435570",""
"2015年11月","40000","福岡県","1398610",""
"2015年12月","40000","福岡県","1397770",""
"2016年1月","40000","福岡県","1269110",""
"2016年2月","40000","福岡県","1328390",""
"2016年3月","40000","福岡県","1486450",""
"2016年4月","40000","福岡県","1354060",""
"2016年5月","40000","福岡県","1391360",""
"2016年6月","40000","福岡県","1295260",""
"2016年7月","40000","福岡県","1403640",""
"2016年8月","40000","福岡県","1587480",""
"2016年9月","40000","福岡県","1310680",""
"2016年10月","40000","福岡県","1347180",""
"2016年11月","40000","福岡県","1353160",""
"2016年12月","40000","福岡県","1349150",""
"2017年1月","40000","福岡県","1267920",""
"2017年2月","40000","福岡県","1287270",""
"2017年3月","40000","福岡県","1386350",""
"2017年4月","40000","福岡県","1329580",""
"2017年5月","40000","福岡県","1426130",""
"2017年6月","40000","福岡県","1308410",""
"2017年7月","40000","福岡県","1511010",""
"2017年8月","40000","福岡県","1696300",""
"2017年9月","40000","福岡県","1429610",""
"2017年10月","40000","福岡県","1439790",""
"2017年11月","40000","福岡県","1456980",""
"2017年12月","40000","福岡県","1461820",""
"2018年1月","40000","福岡県","1267190",""
"2018年2月","40000","福岡県","1325900",""
"2018年3月","40000","福岡県","1477490",""
"2018年4月","40000","福岡県","1407800",""
"2018年5月","40000","福岡県","1411720",""
"2018年6月","40000","福岡県","1306080",""
"2018年7月","40000","福岡県","1428530",""
"2018年8月","40000","福岡県","1598200",""
"2018年9月","40000","福岡県","1387470",""
"2018年10月","40000","福岡県","1351870",""
"2018年11月","40000","福岡県","1401030",""
"2018年12月","40000","福岡県","1368280",""
"2019年1月","40000","福岡県","1504090",""
"2019年2月","40000","福岡県","1548200",""
"2019年3月","40000","福岡県","1782560",""
"2019年4月","40000","福岡県","1725370",""
"2019年5月","40000","福岡県","1725360",""
"2019年6月","40000","福岡県","1647080",""
"2019年7月","40000","福岡県","1730190",""
"2019年8月","40000","福岡県","1876270",""
"2019年9月","40000","福岡県","1602270",""
"2019年10月","40000","福岡県","1860600",""
"2019年11月","40000","福岡県","1777830",""
"2019年12月","40000","福岡県","1640550",""
"2020年1月","40000","福岡県","1582210","速報"
"2020年2月","40000","福岡県","1367090","速報"
"2020年3月","40000","福岡県","851910","速報"
"2020年4月","40000","福岡県","269950","速報"
"2020年5月","40000","福岡県","225780","速報"
"2020年6月","40000","福岡県","401030","速報"
"2020年7月","40000","福岡県","624500","速報"
"2020年8月","40000","福岡県","615290","速報"
"2020年9月","40000","福岡県","747840","速報"
"2020年10月","40000","福岡県","999790","速報"
"2020年11月","40000","福岡県","1167470","速報"
"2020年12月","40000","福岡県","959710","速報"
"2007年1月","41000","佐賀県","172300",""
"2007年2月","41000","佐賀県","166180",""
"2007年3月","41000","佐賀県","189340",""
"2007年4月","41000","佐賀県","165780",""
"2007年5月","41000","佐賀県","182660",""
"2007年6月","41000","佐賀県","152180",""
"2007年7月","41000","佐賀県","192430",""
"2007年8月","41000","佐賀県","259130",""
"2007年9月","41000","佐賀県","164200",""
"2007年10月","41000","佐賀県","190860",""
"2007年11月","41000","佐賀県","217380",""
"2007年12月","41000","佐賀県","183380",""
"2008年1月","41000","佐賀県","164100",""
"2008年2月","41000","佐賀県","169020",""
"2008年3月","41000","佐賀県","183350",""
"2008年4月","41000","佐賀県","154360",""
"2008年5月","41000","佐賀県","181140",""
"2008年6月","41000","佐賀県","137330",""
"2008年7月","41000","佐賀県","157720",""
"2008年8月","41000","佐賀県","187920",""
"2008年9月","41000","佐賀県","146370",""
"2008年10月","41000","佐賀県","180370",""
"2008年11月","41000","佐賀県","208760",""
"2008年12月","41000","佐賀県","161010",""
"2009年1月","41000","佐賀県","150690",""
"2009年2月","41000","佐賀県","153030",""
"2009年3月","41000","佐賀県","183940",""
"2009年4月","41000","佐賀県","145470",""
