time	country	variable	value
2010-02-01	Brunei	Number Of Vessel (Direct Entrance)	14
2010-02-01	Brunei	Net Tonnages	227933
2010-02-01	Brunei	Net Tonnages (Direct Entrance)	227933
2010-03-01	Brunei	Number Of Vessels	12
2010-03-01	Brunei	Number Of Vessel (Direct Entrance)	12
2010-03-01	Brunei	Net Tonnages	179912
2010-03-01	Brunei	Net Tonnages (Direct Entrance)	179912
2010-04-01	Brunei	Number Of Vessels	14
2010-04-01	Brunei	Number Of Vessel (Direct Entrance)	13
2010-04-01	Brunei	Net Tonnages	227933
2010-04-01	Brunei	Net Tonnages (Direct Entrance)	213350
2010-05-01	Brunei	Number Of Vessels	14
2010-05-01	Brunei	Number Of Vessel (Direct Entrance)	13
2010-05-01	Brunei	Net Tonnages	246788
2010-05-01	Brunei	Net Tonnages (Direct Entrance)	232205
2010-06-01	Brunei	Number Of Vessels	11
2010-06-01	Brunei	Number Of Vessel (Direct Entrance)	11
2010-06-01	Brunei	Net Tonnages	164100
2010-06-01	Brunei	Net Tonnages (Direct Entrance)	164100
2010-07-01	Brunei	Number Of Vessels	15
2010-07-01	Brunei	Number Of Vessel (Direct Entrance)	15
2010-07-01	Brunei	Net Tonnages	261371
2010-07-01	Brunei	Net Tonnages (Direct Entrance)	261371
2010-08-01	Brunei	Number Of Vessels	15
2010-08-01	Brunei	Number Of Vessel (Direct Entrance)	15
2010-08-01	Brunei	Net Tonnages	242516
2010-08-01	Brunei	Net Tonnages (Direct Entrance)	242516
2010-09-01	Brunei	Number Of Vessels	13
2010-09-01	Brunei	Number Of Vessel (Direct Entrance)	13
2010-09-01	Brunei	Net Tonnages	212121
2010-09-01	Brunei	Net Tonnages (Direct Entrance)	212121
2010-10-01	Brunei	Number Of Vessels	15
2010-10-01	Brunei	Number Of Vessel (Direct Entrance)	15
2010-10-01	Brunei	Net Tonnages	242516
2010-10-01	Brunei	Net Tonnages (Direct Entrance)	242516
2010-11-01	Brunei	Number Of Vessels	12
2010-11-01	Brunei	Number Of Vessel (Direct Entrance)	12
2010-11-01	Brunei	Net Tonnages	179912
2010-11-01	Brunei	Net Tonnages (Direct Entrance)	179912
2010-12-01	Brunei	Number Of Vessels	16
2010-12-01	Brunei	Number Of Vessel (Direct Entrance)	16
2010-12-01	Brunei	Net Tonnages	275954
2010-12-01	Brunei	Net Tonnages (Direct Entrance)	275954
2010-01-01	Philippines	Number Of Vessels	71
2010-01-01	Philippines	Number Of Vessel (Direct Entrance)	30
2010-01-01	Philippines	Net Tonnages	543506
2010-01-01	Philippines	Net Tonnages (Direct Entrance)	277955
2010-02-01	Philippines	Number Of Vessels	74
2010-02-01	Philippines	Number Of Vessel (Direct Entrance)	31
2010-02-01	Philippines	Net Tonnages	570883
2010-02-01	Philippines	Net Tonnages (Direct Entrance)	271766
2010-03-01	Philippines	Number Of Vessels	96
2010-03-01	Philippines	Number Of Vessel (Direct Entrance)	41
2010-03-01	Philippines	Net Tonnages	884791
2010-03-01	Philippines	Net Tonnages (Direct Entrance)	439347
2010-04-01	Philippines	Number Of Vessels	104
2010-04-01	Philippines	Number Of Vessel (Direct Entrance)	34
2010-04-01	Philippines	Net Tonnages	1098118
2010-04-01	Philippines	Net Tonnages (Direct Entrance)	391272
2010-05-01	Philippines	Number Of Vessels	78
2010-05-01	Philippines	Number Of Vessel (Direct Entrance)	28
2010-05-01	Philippines	Net Tonnages	651706
2010-05-01	Philippines	Net Tonnages (Direct Entrance)	252664
2010-06-01	Philippines	Number Of Vessels	82
2010-06-01	Philippines	Number Of Vessel (Direct Entrance)	37
2010-06-01	Philippines	Net Tonnages	717035
2010-06-01	Philippines	Net Tonnages (Direct Entrance)	395399
2010-07-01	Philippines	Number Of Vessels	74
2010-07-01	Philippines	Number Of Vessel (Direct Entrance)	30
2010-07-01	Philippines	Net Tonnages	500991
2010-07-01	Philippines	Net Tonnages (Direct Entrance)	214446
2010-08-01	Philippines	Number Of Vessels	97
2010-08-01	Philippines	Number Of Vessel (Direct Entrance)	36
2010-08-01	Philippines	Net Tonnages	817440
2010-08-01	Philippines	Net Tonnages (Direct Entrance)	366937
2010-09-01	Philippines	Number Of Vessels	97
2010-09-01	Philippines	Number Of Vessel (Direct Entrance)	33
2010-09-01	Philippines	Net Tonnages	688454
2010-09-01	Philippines	Net Tonnages (Direct Entrance)	298848
2010-10-01	Philippines	Number Of Vessels	82
2010-10-01	Philippines	Number Of Vessel (Direct Entrance)	25
2010-10-01	Philippines	Net Tonnages	589734
2010-10-01	Philippines	Net Tonnages (Direct Entrance)	274794
2010-11-01	Philippines	Number Of Vessels	85
2010-11-01	Philippines	Number Of Vessel (Direct Entrance)	33
2010-11-01	Philippines	Net Tonnages	629001
2010-11-01	Philippines	Net Tonnages (Direct Entrance)	298860
2010-12-01	Philippines	Number Of Vessels	74
2010-12-01	Philippines	Number Of Vessel (Direct Entrance)	34
2010-12-01	Philippines	Net Tonnages	657329
2010-12-01	Philippines	Net Tonnages (Direct Entrance)	356877
2010-01-01	Indonesia	Number Of Vessels	0
2010-01-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-01-01	Indonesia	Net Tonnages	0
2010-01-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-02-01	Indonesia	Number Of Vessels	1
2010-02-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-02-01	Indonesia	Net Tonnages	2841
2010-02-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-03-01	Indonesia	Number Of Vessels	1
2010-03-01	Indonesia	Number Of Vessel (Direct Entrance)	1
2010-03-01	Indonesia	Net Tonnages	2312
2010-03-01	Indonesia	Net Tonnages (Direct Entrance)	2312
2010-04-01	Indonesia	Number Of Vessels	0
2010-04-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-04-01	Indonesia	Net Tonnages	0
2010-04-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-05-01	Indonesia	Number Of Vessels	0
2010-05-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-05-01	Indonesia	Net Tonnages	0
2010-05-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-06-01	Indonesia	Number Of Vessels	0
2010-06-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-06-01	Indonesia	Net Tonnages	0
2010-06-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-07-01	Indonesia	Number Of Vessels	0
2010-07-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-07-01	Indonesia	Net Tonnages	0
2010-07-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-08-01	Indonesia	Number Of Vessels	0
2010-08-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-08-01	Indonesia	Net Tonnages	0
2010-08-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-09-01	Indonesia	Number Of Vessels	3
2010-09-01	Indonesia	Number Of Vessel (Direct Entrance)	1
2010-09-01	Indonesia	Net Tonnages	45675
2010-09-01	Indonesia	Net Tonnages (Direct Entrance)	15225
2010-10-01	Indonesia	Number Of Vessels	2
2010-10-01	Indonesia	Number Of Vessel (Direct Entrance)	0
2010-10-01	Indonesia	Net Tonnages	30450
2010-10-01	Indonesia	Net Tonnages (Direct Entrance)	0
2010-11-01	Indonesia	Number Of Vessels	3
2010-11-01	Indonesia	Number Of Vessel (Direct Entrance)	1
2010-11-01	Indonesia	Net Tonnages	45675
2010-11-01	Indonesia	Net Tonnages (Direct Entrance)	15225
2010-12-01	Indonesia	Number Of Vessels	2
2010-12-01	Indonesia	Number Of Vessel (Direct Entrance)	1
2010-12-01	Indonesia	Net Tonnages	5394
2010-12-01	Indonesia	Net Tonnages (Direct Entrance)	2697
2010-01-01	Cambodia	Number Of Vessels	659
2010-01-01	Cambodia	Number Of Vessel (Direct Entrance)	394
2010-01-01	Cambodia	Net Tonnages	518372
2010-01-01	Cambodia	Net Tonnages (Direct Entrance)	296907
2010-02-01	Cambodia	Number Of Vessels	573
2010-02-01	Cambodia	Number Of Vessel (Direct Entrance)	360
2010-02-01	Cambodia	Net Tonnages	468345
2010-02-01	Cambodia	Net Tonnages (Direct Entrance)	290617
2010-03-01	Cambodia	Number Of Vessels	696
2010-03-01	Cambodia	Number Of Vessel (Direct Entrance)	435
2010-03-01	Cambodia	Net Tonnages	543004
2010-03-01	Cambodia	Net Tonnages (Direct Entrance)	327148
2010-04-01	Cambodia	Number Of Vessels	718
2010-04-01	Cambodia	Number Of Vessel (Direct Entrance)	443
2010-04-01	Cambodia	Net Tonnages	550453
2010-04-01	Cambodia	Net Tonnages (Direct Entrance)	313118
2010-05-01	Cambodia	Number Of Vessels	727
2010-05-01	Cambodia	Number Of Vessel (Direct Entrance)	452
2010-05-01	Cambodia	Net Tonnages	555573
2010-05-01	Cambodia	Net Tonnages (Direct Entrance)	317377
2010-06-01	Cambodia	Number Of Vessels	786
2010-06-01	Cambodia	Number Of Vessel (Direct Entrance)	488
2010-06-01	Cambodia	Net Tonnages	591291
2010-06-01	Cambodia	Net Tonnages (Direct Entrance)	326093
2010-07-01	Cambodia	Number Of Vessels	747
2010-07-01	Cambodia	Number Of Vessel (Direct Entrance)	441
2010-07-01	Cambodia	Net Tonnages	550332
2010-07-01	Cambodia	Net Tonnages (Direct Entrance)	295459
2010-08-01	Cambodia	Number Of Vessels	700
2010-08-01	Cambodia	Number Of Vessel (Direct Entrance)	423
2010-08-01	Cambodia	Net Tonnages	511955
2010-08-01	Cambodia	Net Tonnages (Direct Entrance)	277937
2010-09-01	Cambodia	Number Of Vessels	699
2010-09-01	Cambodia	Number Of Vessel (Direct Entrance)	423
2010-09-01	Cambodia	Net Tonnages	537743
2010-09-01	Cambodia	Net Tonnages (Direct Entrance)	294510
2010-10-01	Cambodia	Number Of Vessels	615
2010-10-01	Cambodia	Number Of Vessel (Direct Entrance)	361
2010-10-01	Cambodia	Net Tonnages	497180
2010-10-01	Cambodia	Net Tonnages (Direct Entrance)	269162
2010-11-01	Cambodia	Number Of Vessels	727
2010-11-01	Cambodia	Number Of Vessel (Direct Entrance)	450
2010-11-01	Cambodia	Net Tonnages	560557
2010-11-01	Cambodia	Net Tonnages (Direct Entrance)	321823
2010-12-01	Cambodia	Number Of Vessels	692
2010-12-01	Cambodia	Number Of Vessel (Direct Entrance)	404
2010-12-01	Cambodia	Net Tonnages	518037
2010-12-01	Cambodia	Net Tonnages (Direct Entrance)	267380
2010-01-01	Laos	Number Of Vessels	0
2010-01-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-01-01	Laos	Net Tonnages	0
2010-01-01	Laos	Net Tonnages (Direct Entrance)	0
2010-02-01	Laos	Number Of Vessels	0
2010-02-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-02-01	Laos	Net Tonnages	0
2010-02-01	Laos	Net Tonnages (Direct Entrance)	0
2010-03-01	Laos	Number Of Vessels	0
2010-03-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-03-01	Laos	Net Tonnages	0
2010-03-01	Laos	Net Tonnages (Direct Entrance)	0
2010-04-01	Laos	Number Of Vessels	0
2010-04-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-04-01	Laos	Net Tonnages	0
2010-04-01	Laos	Net Tonnages (Direct Entrance)	0
2010-05-01	Laos	Number Of Vessels	0
2010-05-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-05-01	Laos	Net Tonnages	0
2010-05-01	Laos	Net Tonnages (Direct Entrance)	0
2010-06-01	Laos	Number Of Vessels	0
2010-06-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-06-01	Laos	Net Tonnages	0
2010-06-01	Laos	Net Tonnages (Direct Entrance)	0
2010-07-01	Laos	Number Of Vessels	0
2010-07-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-07-01	Laos	Net Tonnages	0
2010-07-01	Laos	Net Tonnages (Direct Entrance)	0
2010-08-01	Laos	Number Of Vessels	0
2010-08-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-08-01	Laos	Net Tonnages	0
2010-08-01	Laos	Net Tonnages (Direct Entrance)	0
2010-09-01	Laos	Number Of Vessels	1
2010-09-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-09-01	Laos	Net Tonnages	25058
2010-09-01	Laos	Net Tonnages (Direct Entrance)	0
2010-10-01	Laos	Number Of Vessels	0
2010-10-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-10-01	Laos	Net Tonnages	0
2010-10-01	Laos	Net Tonnages (Direct Entrance)	0
2010-11-01	Laos	Number Of Vessels	0
2010-11-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-11-01	Laos	Net Tonnages	0
2010-11-01	Laos	Net Tonnages (Direct Entrance)	0
2010-12-01	Laos	Number Of Vessels	0
2010-12-01	Laos	Number Of Vessel (Direct Entrance)	0
2010-12-01	Laos	Net Tonnages	0
2010-12-01	Laos	Net Tonnages (Direct Entrance)	0
2010-01-01	Myanmar	Number Of Vessels	0
2010-01-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-01-01	Myanmar	Net Tonnages	0
2010-01-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-02-01	Myanmar	Number Of Vessels	0
2010-02-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-02-01	Myanmar	Net Tonnages	0
2010-02-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-03-01	Myanmar	Number Of Vessels	0
2010-03-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-03-01	Myanmar	Net Tonnages	0
2010-03-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-04-01	Myanmar	Number Of Vessels	0
2010-04-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-04-01	Myanmar	Net Tonnages	0
2010-04-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-05-01	Myanmar	Number Of Vessels	0
2010-05-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-05-01	Myanmar	Net Tonnages	0
2010-05-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-06-01	Myanmar	Number Of Vessels	0
2010-06-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-06-01	Myanmar	Net Tonnages	0
2010-06-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-07-01	Myanmar	Number Of Vessels	1
2010-07-01	Myanmar	Number Of Vessel (Direct Entrance)	1
2010-07-01	Myanmar	Net Tonnages	8444
2010-07-01	Myanmar	Net Tonnages (Direct Entrance)	8444
2010-08-01	Myanmar	Number Of Vessels	0
2010-08-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-08-01	Myanmar	Net Tonnages	0
2010-08-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-09-01	Myanmar	Number Of Vessels	0
2010-09-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-09-01	Myanmar	Net Tonnages	0
2010-09-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-10-01	Myanmar	Number Of Vessels	0
2010-10-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-10-01	Myanmar	Net Tonnages	0
2010-10-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-11-01	Myanmar	Number Of Vessels	0
2010-11-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-11-01	Myanmar	Net Tonnages	0
2010-11-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-12-01	Myanmar	Number Of Vessels	0
2010-12-01	Myanmar	Number Of Vessel (Direct Entrance)	0
2010-12-01	Myanmar	Net Tonnages	0
2010-12-01	Myanmar	Net Tonnages (Direct Entrance)	0
2010-01-01	India	Number Of Vessels	0
2010-01-01	India	Number Of Vessel (Direct Entrance)	0
2010-01-01	India	Net Tonnages	0
2010-01-01	India	Net Tonnages (Direct Entrance)	0
2010-02-01	India	Number Of Vessels	2
2010-02-01	India	Number Of Vessel (Direct Entrance)	2
2010-02-01	India	Net Tonnages	14868
2010-02-01	India	Net Tonnages (Direct Entrance)	14868
2010-03-01	India	Number Of Vessels	4
2010-03-01	India	Number Of Vessel (Direct Entrance)	3
2010-03-01	India	Net Tonnages	60506
2010-03-01	India	Net Tonnages (Direct Entrance)	55173
2010-04-01	India	Number Of Vessels	7
2010-04-01	India	Number Of Vessel (Direct Entrance)	6
2010-04-01	India	Net Tonnages	162195
2010-04-01	India	Net Tonnages (Direct Entrance)	156862
2010-05-01	India	Number Of Vessels	5
2010-05-01	India	Number Of Vessel (Direct Entrance)	4
2010-05-01	India	Net Tonnages	92549
2010-05-01	India	Net Tonnages (Direct Entrance)	70772
2010-06-01	India	Number Of Vessels	9
2010-06-01	India	Number Of Vessel (Direct Entrance)	6
2010-06-01	India	Net Tonnages	153158
2010-06-01	India	Net Tonnages (Direct Entrance)	100087
2010-07-01	India	Number Of Vessels	4
2010-07-01	India	Number Of Vessel (Direct Entrance)	3
2010-07-01	India	Net Tonnages	76061
2010-07-01	India	Net Tonnages (Direct Entrance)	60298
2010-08-01	India	Number Of Vessels	3
2010-08-01	India	Number Of Vessel (Direct Entrance)	2
2010-08-01	India	Net Tonnages	62105
2010-08-01	India	Net Tonnages (Direct Entrance)	37538
2010-09-01	India	Number Of Vessels	6
2010-09-01	India	Number Of Vessel (Direct Entrance)	4
2010-09-01	India	Net Tonnages	82139
2010-09-01	India	Net Tonnages (Direct Entrance)	44601
2010-10-01	India	Number Of Vessels	2
2010-10-01	India	Number Of Vessel (Direct Entrance)	1
2010-10-01	India	Net Tonnages	65526
2010-10-01	India	Net Tonnages (Direct Entrance)	32763
2010-11-01	India	Number Of Vessels	2
2010-11-01	India	Number Of Vessel (Direct Entrance)	2
2010-11-01	India	Net Tonnages	58360
2010-11-01	India	Net Tonnages (Direct Entrance)	58360
2010-12-01	India	Number Of Vessels	6
2010-12-01	India	Number Of Vessel (Direct Entrance)	3
2010-12-01	India	Net Tonnages	94061
2010-12-01	India	Net Tonnages (Direct Entrance)	54758
2010-01-01	Pakistan	Number Of Vessels	0
2010-01-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-01-01	Pakistan	Net Tonnages	0
2010-01-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-02-01	Pakistan	Number Of Vessels	0
2010-02-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-02-01	Pakistan	Net Tonnages	0
2010-02-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-03-01	Pakistan	Number Of Vessels	1
2010-03-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2010-03-01	Pakistan	Net Tonnages	6747
2010-03-01	Pakistan	Net Tonnages (Direct Entrance)	6747
2010-04-01	Pakistan	Number Of Vessels	0
2010-04-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-04-01	Pakistan	Net Tonnages	0
2010-04-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-05-01	Pakistan	Number Of Vessels	3
2010-05-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2010-05-01	Pakistan	Net Tonnages	20241
2010-05-01	Pakistan	Net Tonnages (Direct Entrance)	6747
2010-06-01	Pakistan	Number Of Vessels	2
2010-06-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2010-06-01	Pakistan	Net Tonnages	43648
2010-06-01	Pakistan	Net Tonnages (Direct Entrance)	21824
2010-07-01	Pakistan	Number Of Vessels	1
2010-07-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2010-07-01	Pakistan	Net Tonnages	6747
2010-07-01	Pakistan	Net Tonnages (Direct Entrance)	6747
2010-08-01	Pakistan	Number Of Vessels	0
2010-08-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-08-01	Pakistan	Net Tonnages	0
2010-08-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-09-01	Pakistan	Number Of Vessels	0
2010-09-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-09-01	Pakistan	Net Tonnages	0
2010-09-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-10-01	Pakistan	Number Of Vessels	3
2010-10-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2010-10-01	Pakistan	Net Tonnages	20241
2010-10-01	Pakistan	Net Tonnages (Direct Entrance)	6747
2010-11-01	Pakistan	Number Of Vessels	0
2010-11-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-11-01	Pakistan	Net Tonnages	0
2010-11-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-12-01	Pakistan	Number Of Vessels	0
2010-12-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2010-12-01	Pakistan	Net Tonnages	0
2010-12-01	Pakistan	Net Tonnages (Direct Entrance)	0
2010-01-01	Bangladesh	Number Of Vessels	2
2010-01-01	Bangladesh	Number Of Vessel (Direct Entrance)	2
2010-01-01	Bangladesh	Net Tonnages	26047
2010-01-01	Bangladesh	Net Tonnages (Direct Entrance)	26047
2010-02-01	Bangladesh	Number Of Vessels	0
2010-02-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-02-01	Bangladesh	Net Tonnages	0
2010-02-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-03-01	Bangladesh	Number Of Vessels	0
2010-03-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-03-01	Bangladesh	Net Tonnages	0
2010-03-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-04-01	Bangladesh	Number Of Vessels	1
2010-04-01	Bangladesh	Number Of Vessel (Direct Entrance)	1
2010-04-01	Bangladesh	Net Tonnages	13564
2010-04-01	Bangladesh	Net Tonnages (Direct Entrance)	13564
2010-05-01	Bangladesh	Number Of Vessels	0
2010-05-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-05-01	Bangladesh	Net Tonnages	0
2010-05-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-06-01	Bangladesh	Number Of Vessels	0
2010-06-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-06-01	Bangladesh	Net Tonnages	0
2010-06-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-07-01	Bangladesh	Number Of Vessels	1
2010-07-01	Bangladesh	Number Of Vessel (Direct Entrance)	1
2010-07-01	Bangladesh	Net Tonnages	13673
2010-07-01	Bangladesh	Net Tonnages (Direct Entrance)	13673
2010-08-01	Bangladesh	Number Of Vessels	1
2010-08-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-08-01	Bangladesh	Net Tonnages	12639
2010-08-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-09-01	Bangladesh	Number Of Vessels	0
2010-09-01	Bangladesh	Number Of Vessel (Direct Entrance)	0
2010-09-01	Bangladesh	Net Tonnages	0
2010-09-01	Bangladesh	Net Tonnages (Direct Entrance)	0
2010-10-01	Bangladesh	Number Of Vessels	4
2010-10-01	Bangladesh	Number Of Vessel (Direct Entrance)	3
2010-10-01	Bangladesh	Net Tonnages	51420
2010-10-01	Bangladesh	Net Tonnages (Direct Entrance)	38872
2010-11-01	Bangladesh	Number Of Vessels	3
2010-11-01	Bangladesh	Number Of Vessel (Direct Entrance)	3
