variable	year	city	value
Other consumption expenditures	2017	Oita-shi	70269
Miscellaneous	2017	Oita-shi	25310
Personal care services	2017	Oita-shi	3345
Personal care goods	2017	Oita-shi	4795
Personal effects	2017	Oita-shi	1491
Tobacco	2017	Oita-shi	902
Other miscellaneous	2017	Oita-shi	14777
Pocket money (of which, detailed uses unknown)	2017	Oita-shi	6328
Social expenses	2017	Oita-shi	23906
Other goods & services	2017	Oita-shi	1104
Money gifts	2017	Oita-shi	8277
Other social expenses	2017	Oita-shi	3542
Remittance	2017	Oita-shi	14725
(Regrouped) Expenses for education	2017	Oita-shi	20776
(Regrouped) Expenses for culture & recreation	2017	Oita-shi	34542
(Regrouped) Intel exchange	2017	Oita-shi	15276
(Regrouped) Expense (except housing)	2017	Oita-shi	214617
(Regrouped) Sum of Goods & Services 1)	2017	Oita-shi	227286
Goods (commodities)	2017	Oita-shi	124339
Durable goods	2017	Oita-shi	13704
Semi-durable goods	2017	Oita-shi	23052
Non-durable goods	2017	Oita-shi	87583
Services	2017	Oita-shi	102946
Expenditures in kind	2017	Oita-shi	4894
Homemade	2017	Oita-shi	304
Engel's coefficient (%)	2017	Oita-shi	21.8
Distribution of households	2017	Miyazaki-shi	34
Num. of tabulated households	2017	Miyazaki-shi	100
Num. of persons per household (persons)	2017	Miyazaki-shi	2.3
Num. of earners per household (persons)	2017	Miyazaki-shi	1.03
Age of household heads (years old)	2017	Miyazaki-shi	59.7
Rate of owned dwellings (%)	2017	Miyazaki-shi	76.4
Rate of rented dwellings & land (%)	2017	Miyazaki-shi	18.5
Consumption expenditures	2017	Miyazaki-shi	221005
Food	2017	Miyazaki-shi	54705
Cereals	2017	Miyazaki-shi	4428
Rice	2017	Miyazaki-shi	1505
Bread	2017	Miyazaki-shi	1686
Noodles	2017	Miyazaki-shi	943
Other cereals	2017	Miyazaki-shi	294
Fish & shellfish	2017	Miyazaki-shi	4162
Raw fish & shellfish	2017	Miyazaki-shi	2536
Salted & dried fish	2017	Miyazaki-shi	663
Fish-paste products	2017	Miyazaki-shi	434
Other processed fish	2017	Miyazaki-shi	530
Meat	2017	Miyazaki-shi	5518
Raw meat	2017	Miyazaki-shi	4529
Processed meat	2017	Miyazaki-shi	989
Dairy products & eggs	2017	Miyazaki-shi	2949
Fresh milk	2017	Miyazaki-shi	1014
Dairy products	2017	Miyazaki-shi	1361
Eggs	2017	Miyazaki-shi	574
Vegetables & seaweeds	2017	Miyazaki-shi	6015
Fresh vegetables	2017	Miyazaki-shi	3959
Dried vegetables & seaweeds	2017	Miyazaki-shi	483
Soybean products	2017	Miyazaki-shi	836
Other processed vegetables & seaweeds	2017	Miyazaki-shi	737
Fruits	2017	Miyazaki-shi	2114
Fresh fruits	2017	Miyazaki-shi	1926
Processed fruits	2017	Miyazaki-shi	188
Oils, fats & seasonings	2017	Miyazaki-shi	2640
Oils & fats	2017	Miyazaki-shi	260
Seasonings	2017	Miyazaki-shi	2381
Cakes & candies	2017	Miyazaki-shi	3994
Cooked food	2017	Miyazaki-shi	8021
Cooked food with rice, bread or noodles	2017	Miyazaki-shi	3080
Other cooked food	2017	Miyazaki-shi	4941
Beverages	2017	Miyazaki-shi	3457
Tea	2017	Miyazaki-shi	812
Coffee & cocoa	2017	Miyazaki-shi	670
Other beverages	2017	Miyazaki-shi	1975
Alcoholic beverages	2017	Miyazaki-shi	2550
Meals outside the home	2017	Miyazaki-shi	8858
Eating out	2017	Miyazaki-shi	8334
School lunch	2017	Miyazaki-shi	524
Charges for board	2017	Miyazaki-shi	0
Housing	2017	Miyazaki-shi	13571
Rents for dwelling & land	2017	Miyazaki-shi	8141
Repairs & maintenance	2017	Miyazaki-shi	5430
Tools & materials for repairs & maintenance	2017	Miyazaki-shi	1889
Service charges for repairs & maintenance	2017	Miyazaki-shi	3541
Fuel, light & water charges	2017	Miyazaki-shi	15586
Electricity	2017	Miyazaki-shi	7670
Gas	2017	Miyazaki-shi	2977
Other fuel & light	2017	Miyazaki-shi	753
Water & sewerage charges	2017	Miyazaki-shi	4186
Furniture & household utensils	2017	Miyazaki-shi	7305
Household durable goods	2017	Miyazaki-shi	2260
Durable goods assisting housework	2017	Miyazaki-shi	1140
Heating & cooling appliances	2017	Miyazaki-shi	851
General furniture	2017	Miyazaki-shi	269
Interior furnishings & decorations	2017	Miyazaki-shi	517
Bedding	2017	Miyazaki-shi	326
Domestic utensils	2017	Miyazaki-shi	1638
Domestic non-durable goods	2017	Miyazaki-shi	2158
Domestic services	2017	Miyazaki-shi	406
Clothing & footwear	2017	Miyazaki-shi	7009
Japanese clothing	2017	Miyazaki-shi	28
Clothing	2017	Miyazaki-shi	2975
Shirts & sweaters	2017	Miyazaki-shi	1346
Underwear	2017	Miyazaki-shi	754
Cloth & thread	2017	Miyazaki-shi	67
Other clothing	2017	Miyazaki-shi	477
Footwear	2017	Miyazaki-shi	869
Services related to clothing	2017	Miyazaki-shi	492
Medical care	2017	Miyazaki-shi	9140
Medicines	2017	Miyazaki-shi	1747
Health fortification	2017	Miyazaki-shi	920
Medical supplies & appliances	2017	Miyazaki-shi	2018
Medical services	2017	Miyazaki-shi	4454
Transportation & communication	2017	Miyazaki-shi	32381
Public transportation	2017	Miyazaki-shi	3860
Private transportation	2017	Miyazaki-shi	18367
Purchase of vehicles	2017	Miyazaki-shi	4893
Purchase of bicycles	2017	Miyazaki-shi	298
Maintenance of vehicles	2017	Miyazaki-shi	13177
Communication	2017	Miyazaki-shi	10154
Education	2017	Miyazaki-shi	5006
Culture & recreation	2017	Miyazaki-shi	21545
Recreational durable goods	2017	Miyazaki-shi	977
Recreational goods	2017	Miyazaki-shi	4474
Books & other reading materials	2017	Miyazaki-shi	2750
Recreational services	2017	Miyazaki-shi	13344
Accommodation services	2017	Miyazaki-shi	837
Package tours	2017	Miyazaki-shi	1874
Lesson fees	2017	Miyazaki-shi	1404
Other recreational services	2017	Miyazaki-shi	9229
Other consumption expenditures	2017	Miyazaki-shi	54757
Miscellaneous	2017	Miyazaki-shi	23590
Personal care services	2017	Miyazaki-shi	1906
Personal care goods	2017	Miyazaki-shi	3182
Personal effects	2017	Miyazaki-shi	1020
Tobacco	2017	Miyazaki-shi	1085
Other miscellaneous	2017	Miyazaki-shi	16397
Pocket money (of which, detailed uses unknown)	2017	Miyazaki-shi	5303
Social expenses	2017	Miyazaki-shi	17931
Other goods & services	2017	Miyazaki-shi	1146
Money gifts	2017	Miyazaki-shi	9698
Other social expenses	2017	Miyazaki-shi	1478
Remittance	2017	Miyazaki-shi	7932
(Regrouped) Expenses for education	2017	Miyazaki-shi	11420
(Regrouped) Expenses for culture & recreation	2017	Miyazaki-shi	25802
(Regrouped) Intel exchange	2017	Miyazaki-shi	13631
(Regrouped) Expense (except housing)	2017	Miyazaki-shi	184911
(Regrouped) Sum of Goods & Services 1)	2017	Miyazaki-shi	196593
Goods (commodities)	2017	Miyazaki-shi	116615
Durable goods	2017	Miyazaki-shi	16866
Semi-durable goods	2017	Miyazaki-shi	15867
Non-durable goods	2017	Miyazaki-shi	83883
Services	2017	Miyazaki-shi	79978
Expenditures in kind	2017	Miyazaki-shi	3694
Homemade	2017	Miyazaki-shi	278
Engel's coefficient (%)	2017	Miyazaki-shi	24.8
Distribution of households	2017	Kagoshima-shi	45
Num. of tabulated households	2017	Kagoshima-shi	102
Num. of persons per household (persons)	2017	Kagoshima-shi	2.25
Num. of earners per household (persons)	2017	Kagoshima-shi	0.98
Age of household heads (years old)	2017	Kagoshima-shi	61.3
Rate of owned dwellings (%)	2017	Kagoshima-shi	80
Rate of rented dwellings & land (%)	2017	Kagoshima-shi	19.9
Consumption expenditures	2017	Kagoshima-shi	245584
Food	2017	Kagoshima-shi	56603
Cereals	2017	Kagoshima-shi	4919
Rice	2017	Kagoshima-shi	1798
Bread	2017	Kagoshima-shi	1828
Noodles	2017	Kagoshima-shi	935
Other cereals	2017	Kagoshima-shi	358
Fish & shellfish	2017	Kagoshima-shi	4524
Raw fish & shellfish	2017	Kagoshima-shi	2712
Salted & dried fish	2017	Kagoshima-shi	645
Fish-paste products	2017	Kagoshima-shi	566
Other processed fish	2017	Kagoshima-shi	600
Meat	2017	Kagoshima-shi	6309
Raw meat	2017	Kagoshima-shi	5420
Processed meat	2017	Kagoshima-shi	889
Dairy products & eggs	2017	Kagoshima-shi	3079
Fresh milk	2017	Kagoshima-shi	1064
Dairy products	2017	Kagoshima-shi	1346
Eggs	2017	Kagoshima-shi	669
Vegetables & seaweeds	2017	Kagoshima-shi	7152
Fresh vegetables	2017	Kagoshima-shi	4778
Dried vegetables & seaweeds	2017	Kagoshima-shi	640
Soybean products	2017	Kagoshima-shi	947
Other processed vegetables & seaweeds	2017	Kagoshima-shi	787
Fruits	2017	Kagoshima-shi	2193
Fresh fruits	2017	Kagoshima-shi	2002
Processed fruits	2017	Kagoshima-shi	191
Oils, fats & seasonings	2017	Kagoshima-shi	2920
Oils & fats	2017	Kagoshima-shi	347
Seasonings	2017	Kagoshima-shi	2573
Cakes & candies	2017	Kagoshima-shi	3838
Cooked food	2017	Kagoshima-shi	7091
Cooked food with rice, bread or noodles	2017	Kagoshima-shi	3039
Other cooked food	2017	Kagoshima-shi	4052
Beverages	2017	Kagoshima-shi	3808
Tea	2017	Kagoshima-shi	835
Coffee & cocoa	2017	Kagoshima-shi	621
Other beverages	2017	Kagoshima-shi	2353
Alcoholic beverages	2017	Kagoshima-shi	2427
Meals outside the home	2017	Kagoshima-shi	8343
Eating out	2017	Kagoshima-shi	7690
School lunch	2017	Kagoshima-shi	653
Charges for board	2017	Kagoshima-shi	0
Housing	2017	Kagoshima-shi	24279
Rents for dwelling & land	2017	Kagoshima-shi	9749
Repairs & maintenance	2017	Kagoshima-shi	14530
Tools & materials for repairs & maintenance	2017	Kagoshima-shi	3304
Service charges for repairs & maintenance	2017	Kagoshima-shi	11227
Fuel, light & water charges	2017	Kagoshima-shi	16267
Electricity	2017	Kagoshima-shi	8039
Gas	2017	Kagoshima-shi	4094
Other fuel & light	2017	Kagoshima-shi	580
Water & sewerage charges	2017	Kagoshima-shi	3555
Furniture & household utensils	2017	Kagoshima-shi	8749
Household durable goods	2017	Kagoshima-shi	2375
Durable goods assisting housework	2017	Kagoshima-shi	1426
Heating & cooling appliances	2017	Kagoshima-shi	633
General furniture	2017	Kagoshima-shi	315
Interior furnishings & decorations	2017	Kagoshima-shi	992
Bedding	2017	Kagoshima-shi	1032
Domestic utensils	2017	Kagoshima-shi	1579
Domestic non-durable goods	2017	Kagoshima-shi	2119
Domestic services	2017	Kagoshima-shi	653
Clothing & footwear	2017	Kagoshima-shi	8817
Japanese clothing	2017	Kagoshima-shi	41
Clothing	2017	Kagoshima-shi	3988
Shirts & sweaters	2017	Kagoshima-shi	1685
Underwear	2017	Kagoshima-shi	702
Cloth & thread	2017	Kagoshima-shi	124
Other clothing	2017	Kagoshima-shi	750
Footwear	2017	Kagoshima-shi	1073
Services related to clothing	2017	Kagoshima-shi	455
Medical care	2017	Kagoshima-shi	10316
Medicines	2017	Kagoshima-shi	2175
Health fortification	2017	Kagoshima-shi	906
Medical supplies & appliances	2017	Kagoshima-shi	1786
Medical services	2017	Kagoshima-shi	5450
Transportation & communication	2017	Kagoshima-shi	32907
Public transportation	2017	Kagoshima-shi	4825
Private transportation	2017	Kagoshima-shi	16016
Purchase of vehicles	2017	Kagoshima-shi	2538
Purchase of bicycles	2017	Kagoshima-shi	93
Maintenance of vehicles	2017	Kagoshima-shi	13386
Communication	2017	Kagoshima-shi	12065
Education	2017	Kagoshima-shi	4626
Culture & recreation	2017	Kagoshima-shi	20260
Recreational durable goods	2017	Kagoshima-shi	520
Recreational goods	2017	Kagoshima-shi	4762
Books & other reading materials	2017	Kagoshima-shi	2981
Recreational services	2017	Kagoshima-shi	11997
Accommodation services	2017	Kagoshima-shi	1278
Package tours	2017	Kagoshima-shi	1654
Lesson fees	2017	Kagoshima-shi	1892
Other recreational services	2017	Kagoshima-shi	7173
Other consumption expenditures	2017	Kagoshima-shi	62759
Miscellaneous	2017	Kagoshima-shi	20616
Personal care services	2017	Kagoshima-shi	2395
Personal care goods	2017	Kagoshima-shi	3972
Personal effects	2017	Kagoshima-shi	1300
Tobacco	2017	Kagoshima-shi	334
Other miscellaneous	2017	Kagoshima-shi	12615
Pocket money (of which, detailed uses unknown)	2017	Kagoshima-shi	8990
Social expenses	2017	Kagoshima-shi	26317
Other goods & services	2017	Kagoshima-shi	940
Money gifts	2017	Kagoshima-shi	12161
Other social expenses	2017	Kagoshima-shi	2254
Remittance	2017	Kagoshima-shi	6836
(Regrouped) Expenses for education	2017	Kagoshima-shi	11691
(Regrouped) Expenses for culture & recreation	2017	Kagoshima-shi	24213
(Regrouped) Intel exchange	2017	Kagoshima-shi	14971
(Regrouped) Expense (except housing)	2017	Kagoshima-shi	199769
(Regrouped) Sum of Goods & Services 1)	2017	Kagoshima-shi	215342
Goods (commodities)	2017	Kagoshima-shi	120429
Durable goods	2017	Kagoshima-shi	10890
Semi-durable goods	2017	Kagoshima-shi	19181
Non-durable goods	2017	Kagoshima-shi	90359
Services	2017	Kagoshima-shi	94913
Expenditures in kind	2017	Kagoshima-shi	7059
Homemade	2017	Kagoshima-shi	292
Engel's coefficient (%)	2017	Kagoshima-shi	23
Distribution of households	2017	Naha-shi	27
Num. of tabulated households	2017	Naha-shi	169
Num. of persons per household (persons)	2017	Naha-shi	2.39
Num. of earners per household (persons)	2017	Naha-shi	0.94
Age of household heads (years old)	2017	Naha-shi	60.7
Rate of owned dwellings (%)	2017	Naha-shi	61.9
Rate of rented dwellings & land (%)	2017	Naha-shi	38
Consumption expenditures	2017	Naha-shi	190116
Food	2017	Naha-shi	50585
Cereals	2017	Naha-shi	4186
Rice	2017	Naha-shi	1557
Bread	2017	Naha-shi	1529
Noodles	2017	Naha-shi	758
Other cereals	2017	Naha-shi	342
Fish & shellfish	2017	Naha-shi	2867
Raw fish & shellfish	2017	Naha-shi	1692
Salted & dried fish	2017	Naha-shi	206
Fish-paste products	2017	Naha-shi	309
Other processed fish	2017	Naha-shi	660
Meat	2017	Naha-shi	4617
Raw meat	2017	Naha-shi	3541
Processed meat	2017	Naha-shi	1075
Dairy products & eggs	2017	Naha-shi	2558
Fresh milk	2017	Naha-shi	783
Dairy products	2017	Naha-shi	1165
Eggs	2017	Naha-shi	610
Vegetables & seaweeds	2017	Naha-shi	6186
Fresh vegetables	2017	Naha-shi	4363
Dried vegetables & seaweeds	2017	Naha-shi	469
Soybean products	2017	Naha-shi	797
Other processed vegetables & seaweeds	2017	Naha-shi	558
Fruits	2017	Naha-shi	2168
Fresh fruits	2017	Naha-shi	2006
Processed fruits	2017	Naha-shi	161
Oils, fats & seasonings	2017	Naha-shi	2347
Oils & fats	2017	Naha-shi	312
Seasonings	2017	Naha-shi	2035
Cakes & candies	2017	Naha-shi	3613
Cooked food	2017	Naha-shi	8277
Cooked food with rice, bread or noodles	2017	Naha-shi	3614
Other cooked food	2017	Naha-shi	4663
Beverages	2017	Naha-shi	3787
Tea	2017	Naha-shi	796
Coffee & cocoa	2017	Naha-shi	719
Other beverages	2017	Naha-shi	2272
Alcoholic beverages	2017	Naha-shi	2298
Meals outside the home	2017	Naha-shi	7682
Eating out	2017	Naha-shi	7023
School lunch	2017	Naha-shi	660
Charges for board	2017	Naha-shi	0
Housing	2017	Naha-shi	20142
Rents for dwelling & land	2017	Naha-shi	17841
Repairs & maintenance	2017	Naha-shi	2301
Tools & materials for repairs & maintenance	2017	Naha-shi	542
Service charges for repairs & maintenance	2017	Naha-shi	1758
Fuel, light & water charges	2017	Naha-shi	16189
Electricity	2017	Naha-shi	8025
Gas	2017	Naha-shi	3883
Other fuel & light	2017	Naha-shi	311
Water & sewerage charges	2017	Naha-shi	3969
Furniture & household utensils	2017	Naha-shi	6795
Household durable goods	2017	Naha-shi	2216
Durable goods assisting housework	2017	Naha-shi	594
Heating & cooling appliances	2017	Naha-shi	801
General furniture	2017	Naha-shi	821
Interior furnishings & decorations	2017	Naha-shi	278
Bedding	2017	Naha-shi	352
Domestic utensils	2017	Naha-shi	1295
Domestic non-durable goods	2017	Naha-shi	2330
Domestic services	2017	Naha-shi	324
Clothing & footwear	2017	Naha-shi	5419
Japanese clothing	2017	Naha-shi	25
Clothing	2017	Naha-shi	2160
Shirts & sweaters	2017	Naha-shi	1203
Underwear	2017	Naha-shi	527
Cloth & thread	2017	Naha-shi	48
Other clothing	2017	Naha-shi	404
Footwear	2017	Naha-shi	783
Services related to clothing	2017	Naha-shi	270
Medical care	2017	Naha-shi	8751
Medicines	2017	Naha-shi	1620
Health fortification	2017	Naha-shi	1299
Medical supplies & appliances	2017	Naha-shi	1317
Medical services	2017	Naha-shi	4515
Transportation & communication	2017	Naha-shi	25819
Public transportation	2017	Naha-shi	3083
Private transportation	2017	Naha-shi	12525
Purchase of vehicles	2017	Naha-shi	3038
Purchase of bicycles	2017	Naha-shi	29
Maintenance of vehicles	2017	Naha-shi	9458
Communication	2017	Naha-shi	10211
Education	2017	Naha-shi	5857
Culture & recreation	2017	Naha-shi	14861
Recreational durable goods	2017	Naha-shi	923
Recreational goods	2017	Naha-shi	3010
Books & other reading materials	2017	Naha-shi	2222
Recreational services	2017	Naha-shi	8707
Accommodation services	2017	Naha-shi	695
Package tours	2017	Naha-shi	1557
Lesson fees	2017	Naha-shi	1823
Other recreational services	2017	Naha-shi	4632
Other consumption expenditures	2017	Naha-shi	35698
Miscellaneous	2017	Naha-shi	11262
Personal care services	2017	Naha-shi	1024
Personal care goods	2017	Naha-shi	2492
Personal effects	2017	Naha-shi	669
Tobacco	2017	Naha-shi	1011
Other miscellaneous	2017	Naha-shi	6065
Pocket money (of which, detailed uses unknown)	2017	Naha-shi	3982
Social expenses	2017	Naha-shi	14968
Other goods & services	2017	Naha-shi	240
Money gifts	2017	Naha-shi	8505
Other social expenses	2017	Naha-shi	1402
Remittance	2017	Naha-shi	5487
(Regrouped) Expenses for education	2017	Naha-shi	10040
(Regrouped) Expenses for culture & recreation	2017	Naha-shi	17151
(Regrouped) Intel exchange	2017	Naha-shi	11959
(Regrouped) Expense (except housing)	2017	Naha-shi	152943
(Regrouped) Sum of Goods & Services 1)	2017	Naha-shi	170740
Goods (commodities)	2017	Naha-shi	97843
Durable goods	2017	Naha-shi	7641
Semi-durable goods	2017	Naha-shi	11559
Non-durable goods	2017	Naha-shi	78643
Services	2017	Naha-shi	72897
Expenditures in kind	2017	Naha-shi	2173
Homemade	2017	Naha-shi	22
Engel's coefficient (%)	2017	Naha-shi	26.6
Distribution of households	2017	Kawasaki-shi	161
Num. of tabulated households	2017	Kawasaki-shi	103
Num. of persons per household (persons)	2017	Kawasaki-shi	1.92
Num. of earners per household (persons)	2017	Kawasaki-shi	1.07
Age of household heads (years old)	2017	Kawasaki-shi	53
Rate of owned dwellings (%)	2017	Kawasaki-shi	51.8
Rate of rented dwellings & land (%)	2017	Kawasaki-shi	40.9
Consumption expenditures	2017	Kawasaki-shi	246998
Food	2017	Kawasaki-shi	67921
Cereals	2017	Kawasaki-shi	4596
Rice	2017	Kawasaki-shi	1199
Bread	2017	Kawasaki-shi	2104
Noodles	2017	Kawasaki-shi	1001
Other cereals	2017	Kawasaki-shi	292
Fish & shellfish	2017	Kawasaki-shi	3757
Raw fish & shellfish	2017	Kawasaki-shi	2079
Salted & dried fish	2017	Kawasaki-shi	685
Fish-paste products	2017	Kawasaki-shi	375
Other processed fish	2017	Kawasaki-shi	619
Meat	2017	Kawasaki-shi	4611
Raw meat	2017	Kawasaki-shi	3666
Processed meat	2017	Kawasaki-shi	944
Dairy products & eggs	2017	Kawasaki-shi	2652
Fresh milk	2017	Kawasaki-shi	920
Dairy products	2017	Kawasaki-shi	1266
Eggs	2017	Kawasaki-shi	466
Vegetables & seaweeds	2017	Kawasaki-shi	6298
Fresh vegetables	2017	Kawasaki-shi	4370
Dried vegetables & seaweeds	2017	Kawasaki-shi	425
Soybean products	2017	Kawasaki-shi	698
Other processed vegetables & seaweeds	2017	Kawasaki-shi	804
Fruits	2017	Kawasaki-shi	2001
Fresh fruits	2017	Kawasaki-shi	1815
Processed fruits	2017	Kawasaki-shi	185
Oils, fats & seasonings	2017	Kawasaki-shi	2276
Oils & fats	2017	Kawasaki-shi	230
Seasonings	2017	Kawasaki-shi	2046
Cakes & candies	2017	Kawasaki-shi	4423
Cooked food	2017	Kawasaki-shi	10326
Cooked food with rice, bread or noodles	2017	Kawasaki-shi	5641
Other cooked food	2017	Kawasaki-shi	4685
Beverages	2017	Kawasaki-shi	5014
Tea	2017	Kawasaki-shi	1334
Coffee & cocoa	2017	Kawasaki-shi	933
Other beverages	2017	Kawasaki-shi	2748
Alcoholic beverages	2017	Kawasaki-shi	2646
Meals outside the home	2017	Kawasaki-shi	19321
Eating out	2017	Kawasaki-shi	19003
School lunch	2017	Kawasaki-shi	318
Charges for board	2017	Kawasaki-shi	0
Housing	2017	Kawasaki-shi	28153
Rents for dwelling & land	2017	Kawasaki-shi	25149
Repairs & maintenance	2017	Kawasaki-shi	3004
Tools & materials for repairs & maintenance	2017	Kawasaki-shi	1024
Service charges for repairs & maintenance	2017	Kawasaki-shi	1980
Fuel, light & water charges	2017	Kawasaki-shi	14684
Electricity	2017	Kawasaki-shi	6599
Gas	2017	Kawasaki-shi	4723
Other fuel & light	2017	Kawasaki-shi	255
Water & sewerage charges	2017	Kawasaki-shi	3108
Furniture & household utensils	2017	Kawasaki-shi	7353
Household durable goods	2017	Kawasaki-shi	1978
Durable goods assisting housework	2017	Kawasaki-shi	1251
Heating & cooling appliances	2017	Kawasaki-shi	332
General furniture	2017	Kawasaki-shi	394
Interior furnishings & decorations	2017	Kawasaki-shi	574
Bedding	2017	Kawasaki-shi	418
Domestic utensils	2017	Kawasaki-shi	1709
Domestic non-durable goods	2017	Kawasaki-shi	2251
Domestic services	2017	Kawasaki-shi	422
Clothing & footwear	2017	Kawasaki-shi	8770
Japanese clothing	2017	Kawasaki-shi	37
Clothing	2017	Kawasaki-shi	3567
Shirts & sweaters	2017	Kawasaki-shi	1913
Underwear	2017	Kawasaki-shi	728
Cloth & thread	2017	Kawasaki-shi	93
Other clothing	2017	Kawasaki-shi	719
Footwear	2017	Kawasaki-shi	1090
Services related to clothing	2017	Kawasaki-shi	622
Medical care	2017	Kawasaki-shi	8944
Medicines	2017	Kawasaki-shi	1819
Health fortification	2017	Kawasaki-shi	884
Medical supplies & appliances	2017	Kawasaki-shi	1698
Medical services	2017	Kawasaki-shi	4544
Transportation & communication	2017	Kawasaki-shi	25852
Public transportation	2017	Kawasaki-shi	7866
Private transportation	2017	Kawasaki-shi	8990
Purchase of vehicles	2017	Kawasaki-shi	2122
Purchase of bicycles	2017	Kawasaki-shi	148
Maintenance of vehicles	2017	Kawasaki-shi	6720
Communication	2017	Kawasaki-shi	8996
Education	2017	Kawasaki-shi	7201
Culture & recreation	2017	Kawasaki-shi	25184
Recreational durable goods	2017	Kawasaki-shi	1864
Recreational goods	2017	Kawasaki-shi	5006
Books & other reading materials	2017	Kawasaki-shi	2996
Recreational services	2017	Kawasaki-shi	15317
Accommodation services	2017	Kawasaki-shi	1686
Package tours	2017	Kawasaki-shi	3744
Lesson fees	2017	Kawasaki-shi	1905
Other recreational services	2017	Kawasaki-shi	7982
Other consumption expenditures	2017	Kawasaki-shi	52935
Miscellaneous	2017	Kawasaki-shi	18224
Personal care services	2017	Kawasaki-shi	2800
Personal care goods	2017	Kawasaki-shi	2852
Personal effects	2017	Kawasaki-shi	1370
Tobacco	2017	Kawasaki-shi	1385
Other miscellaneous	2017	Kawasaki-shi	9816
Pocket money (of which, detailed uses unknown)	2017	Kawasaki-shi	3189
Social expenses	2017	Kawasaki-shi	21261
Other goods & services	2017	Kawasaki-shi	707
Money gifts	2017	Kawasaki-shi	7514
Other social expenses	2017	Kawasaki-shi	2784
Remittance	2017	Kawasaki-shi	10261
(Regrouped) Expenses for education	2017	Kawasaki-shi	9009
(Regrouped) Expenses for culture & recreation	2017	Kawasaki-shi	31517
(Regrouped) Intel exchange	2017	Kawasaki-shi	12197
(Regrouped) Expense (except housing)	2017	Kawasaki-shi	198948
(Regrouped) Sum of Goods & Services 1)	2017	Kawasaki-shi	223249
Goods (commodities)	2017	Kawasaki-shi	110220
Durable goods	2017	Kawasaki-shi	8477
Semi-durable goods	2017	Kawasaki-shi	18531
Non-durable goods	2017	Kawasaki-shi	83212
Services	2017	Kawasaki-shi	113029
Expenditures in kind	2017	Kawasaki-shi	2917
Homemade	2017	Kawasaki-shi	26
Engel's coefficient (%)	2017	Kawasaki-shi	27.5
Distribution of households	2017	Sagamihara-shi	82
Num. of tabulated households	2017	Sagamihara-shi	92
Num. of persons per household (persons)	2017	Sagamihara-shi	1.92
Num. of earners per household (persons)	2017	Sagamihara-shi	0.85
Age of household heads (years old)	2017	Sagamihara-shi	62.2
Rate of owned dwellings (%)	2017	Sagamihara-shi	72.5
Rate of rented dwellings & land (%)	2017	Sagamihara-shi	23.7
Consumption expenditures	2017	Sagamihara-shi	219433
Food	2017	Sagamihara-shi	55832
Cereals	2017	Sagamihara-shi	4404
Rice	2017	Sagamihara-shi	1367
Bread	2017	Sagamihara-shi	1805
Noodles	2017	Sagamihara-shi	911
Other cereals	2017	Sagamihara-shi	320
Fish & shellfish	2017	Sagamihara-shi	4550
Raw fish & shellfish	2017	Sagamihara-shi	2753
Salted & dried fish	2017	Sagamihara-shi	715
Fish-paste products	2017	Sagamihara-shi	465
Other processed fish	2017	Sagamihara-shi	617
Meat	2017	Sagamihara-shi	4599
Raw meat	2017	Sagamihara-shi	3637
Processed meat	2017	Sagamihara-shi	963
Dairy products & eggs	2017	Sagamihara-shi	2529
Fresh milk	2017	Sagamihara-shi	820
Dairy products	2017	Sagamihara-shi	1190
Eggs	2017	Sagamihara-shi	520
Vegetables & seaweeds	2017	Sagamihara-shi	6465
Fresh vegetables	2017	Sagamihara-shi	4446
Dried vegetables & seaweeds	2017	Sagamihara-shi	452
Soybean products	2017	Sagamihara-shi	783
Other processed vegetables & seaweeds	2017	Sagamihara-shi	785
Fruits	2017	Sagamihara-shi	2095
Fresh fruits	2017	Sagamihara-shi	1889
Processed fruits	2017	Sagamihara-shi	206
Oils, fats & seasonings	2017	Sagamihara-shi	2338
Oils & fats	2017	Sagamihara-shi	267
Seasonings	2017	Sagamihara-shi	2070
Cakes & candies	2017	Sagamihara-shi	4184
Cooked food	2017	Sagamihara-shi	8730
Cooked food with rice, bread or noodles	2017	Sagamihara-shi	3996
Other cooked food	2017	Sagamihara-shi	4734
Beverages	2017	Sagamihara-shi	3744
Tea	2017	Sagamihara-shi	840
Coffee & cocoa	2017	Sagamihara-shi	813
Other beverages	2017	Sagamihara-shi	2091
Alcoholic beverages	2017	Sagamihara-shi	2627
Meals outside the home	2017	Sagamihara-shi	9567
Eating out	2017	Sagamihara-shi	9236
School lunch	2017	Sagamihara-shi	331
Charges for board	2017	Sagamihara-shi	0
Housing	2017	Sagamihara-shi	21405
Rents for dwelling & land	2017	Sagamihara-shi	12559
Repairs & maintenance	2017	Sagamihara-shi	8845
Tools & materials for repairs & maintenance	2017	Sagamihara-shi	2602
Service charges for repairs & maintenance	2017	Sagamihara-shi	6243
Fuel, light & water charges	2017	Sagamihara-shi	15489
Electricity	2017	Sagamihara-shi	6525
Gas	2017	Sagamihara-shi	4662
Other fuel & light	2017	Sagamihara-shi	764
Water & sewerage charges	2017	Sagamihara-shi	3539
Furniture & household utensils	2017	Sagamihara-shi	6616
Household durable goods	2017	Sagamihara-shi	1830
Durable goods assisting housework	2017	Sagamihara-shi	1005
Heating & cooling appliances	2017	Sagamihara-shi	634
General furniture	2017	Sagamihara-shi	192
